Item ID,Item,POS,Translation,Lesson Title,Reading or Listening,Course Code,CEFR Level,Domain,Context,Target Word
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"The forest abounds in species of flora and fauna, providing a rich ecosystem for researchers to study the intricate relationships between living organisms.",abounds
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"Scientists have shown that the universe is full of dark matter, which abounds in galaxies.",abounds
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"This unique ecosystem abounds with an astonishing array of both flora and fauna, serving as a testament to the unparalleled biodiversity of the region.",abounds
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"The area abounds in natural resources, including vast oil and gas reserves and mineral deposits.",abounds
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"The rainforest abounds in diverse species of flora and fauna, providing a rich ecosystem for scientific research on biodiversity.",abounds
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"The tropical rainforest abounds with exotic flora and fauna, providing a rich habitat for biodiversity.",abounds
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"The ocean abounds with diverse marine life, providing a rich ecosystem for numerous species.",abounds
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"In geology, there are numerous examples of minerals that abound in igneous rocks.",abound
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"The Amazon rainforest abounds in many species of flora and fauna, making it a hotspot for biodiversity.",abounds
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"The natural environment of the region abounds in various plant and animal species, showcasing the remarkable biodiversity of the ecosystem.",abounds
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"The region abounds in a diverse array of flora and fauna, providing a rich ecosystem for scientific study.",abounds
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"The forest abounded with animal and plant life, providing a rich environment for scientific research.",abounded
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"In many parts of the world, fresh water does not abound, so people must resort to alternative sources.",abound
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"The forest abounds with diverse flora and fauna, providing a rich tapestry of life for scientific study.",abounds
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"This region abounds in fossils, providing a wealth of information about prehistoric life.",abounds
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"The forest ecosystem abounds in biodiversity, featuring a remarkable array of flora and fauna.",abounds
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,Science has shown that abounding amounts of microscopic organisms exist in water samples.,abounding
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"The coastal ecosystem abounds in diverse marine life, providing essential habitat for a wide array of species.",abounds
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"The region abounds in fossils, providing valuable insights into the area's geological history.",abounds
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"The west coast of North America abounds in redwood forests, which are home to a diverse array of plant and animal species.",abounds
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"The forest floor abounded with a diverse array of plants, providing a rich habitat for numerous species.",abounded
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"Numerous galaxies abound in the observable universe, each containing billions of stars.",abound
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,"The forest abounds with diverse species of flora and fauna, showcasing the remarkable biodiversity of the ecosystem.",abounds
579,abound,verb,abonder,The parched planet,reading,LANG1861,B1,Science,The geothermal region abounds in geysers and hot springs.,abounds
